Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
hydflood	2025-03-02	Arnd Weber		0	2025-02-27 04:25:15.773988
marp	2025-03-02	Jie Kang		0	2025-02-27 04:25:15.773988
noegletalR	2025-03-02	Frederik Larsen		0	2025-02-27 04:25:15.773988
pander	2025-03-03	Gergely Daróczi	baytrends, brinton, carpenter, clintools, dataMaid, dataReporter, dbGaPCheckup, desctable, DiffXTables, eclust, epiR, funModeling, gmoTree, goxygen, hagis, IAPWS95, INSPECTumours, jtools, LifeInsureR, LOGAN, MplusAutomation, mscstexta4r, mscsweblm4r, OPL, packagefinder, PCADSC, rapport, rapportools, reportRmd, rmda, rosetta, sdsfun, shinyobjects, ufs, veccompare, xgxr, summarytools, Dtableone, dtComb, EpiStats, gofcat, PSS.Health, RcmdrPlugin.EBM, RSurveillance, spectacles, autostats, bruceR, dpm, interactions, panelr, pubh, webSDM, LifeInsuranceContracts, aMNLFA, autoFC, BifactorIndicesCalculator, holland, mlVAR, modsem, MplusLGM, mplusParallel.automation, MplusTrees, plotSEMM, tidyLPA, tidySEM, forestRK, messy.cats, oii, BiostatsUHNplus, cisp, gdverse, geocomplexity, itmsa, localsp, spEDM, sshicm, conmet, datacleanr, grapesAgri1, OlympicRshiny, StepReg, behaviorchange, ccpsyc, nlmixr2plot, tidybins, TidyConsultant, ChineseNames, PsychWordVec, TestAnaAPP, rties, funtimes, mnet, nlmixr2, waves, babelmixr2, nlmixr2rpt, shinyMixR	97	2025-02-27 04:25:15.773988
rayrender	2025-03-05	Tyler Morgan-Wall	raymolecule, rayshader, fitbitViz, hillshader, PoweREST	5	2025-02-27 04:25:15.773988
wallace	2025-03-05	Mary E. Blair		0	2025-02-27 04:25:15.773988
mixtools	2025-03-06	Derek Young	AFM, beastt, biodosetools, CEDA, dafishr, ddpcr, DSWE, EntropyMCMC, enviGCMS, extrememix, ggrasp, IMIX, INFOSET, kernplus, l1kdeconv, mcrPioda, MiRKAT, MisRepARMA, MixSemiRob, opGMMassessment, plotmm, QuantileGH, rnaCrosslinkOO, RprobitB, rstanbdp, scapGNN, scPloidy, serocalculator, UpDown, ZetaSuite, ztpln, CDatanet, EFAfactors, pmd, EDOtrans	35	2025-02-27 04:25:15.773988
AICcmodavg	2025-03-06	Marc J. Mazerolle	AdIsMF, enmSdmX, longit, Petersen, sars, soiltestcorr, temperatureresponse	7	2025-02-27 04:25:15.773988
BHSBVAR	2025-03-06	Paul Richardson		0	2025-02-27 04:25:15.773988
clintrialx	2025-03-06	Indraneel Chakraborty		0	2025-02-27 04:25:15.773988
synthpop	2025-03-06	Beata Nowok		0	2025-02-27 04:25:15.773988
fields	2025-03-07	Douglas Nychka	ADPclust, ASMap, aSPU, astrochron, autoFRK, autoimage, aweSOM, BallMapper, BayesLCA, BayesNetBP, bayesPop, biClassify, bioRad, bipartite, biwavelet, bkmr, BMRMM, BoundaryStats, BRcal, Canopy, CCA, ccTensor, chillR, ciftiTools, CJIVE, cmR, cmsafops, cmsafvis, CNLTtsa, CoastlineFD, cocons, convoSPAT, cope, corr2D, CSHShydRology, dartR.sim, dcTensor, demu, DesignCTPB, earlywarnings, eDITH, EGRET, EMD, envi, ETAS, etasFLP, ETRep, ExpAnalysis3d, expectreg, fcfdr, fcr, fdasrvf, fence, FLightR, fnets, foreSIGHT, fpa, fsbrain, funData, gainML, gapfill, gateR, GeneralizedWendland, GeoAdjust, geoelectrics, GEOmap, GeoModels, georob, geospt, geosptdb, GeoThinneR, goeveg, GPFDA, GPvecchia, GRIDCOPULA, gwrr, hero, hglasso, hht, highriskzone, Hmsc, infraFDTD.assist, JOPS, klovan, landsepi, LatticeKrig, lgcp, LMERConvenienceFunctions, mappoly, ModelMap, MOLHD, mousetrap, mrbsizeR, MRFA, MSIMST, MSmix, MultiObjMatch, mvLSW, NCutYX, nnTensor, nucim, oceanmap, OCNet, OptimaRegion, paramGUI, PEIP, plsgenomics, popsom7, ppgm, prevR, pspatreg, qfa, qlcVisualize, RadioSonde, ramps, reslr, RFOC, rhcoclust, rivnet, RNCEP, rNOMADS, robflreg, RPANDA, rsat, RsimMosaic, rworldmap, SafeVote, scBio, SeBR, Semblance, SensMap, siland, smosr, soilphysics, spant, sparrpowR, sparseBC, SpatialExtremes, SpatialVS, SpatialVx, SpATS, spatsurv, spBayesSurv, SpectralMap, spm2, spmoran, spThin, stilt, StMoMo, stocc, stopp, stxplore, SUMMER, SurvCorr, SynchWave, telefit, TideCurves, TIMP, topologyGSA, TrackReconstruction, treespace, TwoTimeScales, uci, Umatrix, vectorwavelet, verification, voluModel, Voss, vote, warpMix, wavScalogram, waywiser, WRTDStidal, wsyn, MiSPU, WaverideR, EstimationTools, gear, somhca, bioregion, bootPLS, cassandRa, econetwork, econullnetr, NIMAA, nos, PhageCocktail, plsRglm, tapnet, bkmrhat, CompMix, brainKCCA, seedCCA, studyStrap, mwTensor, decisionSupport, BayesfMRI, hrf, SparseICA, VertexWiseR, cmsaf, dartR.captive, EGRETci, EMDANNhybrid, EMDSVRhybrid, LMD, TSPred, ETASbootstrap, dirttee, locpolExpectile, fdacluster, veesa, FADPclust, FunctanSNP, MFPCA, MJMbamlss, multifamm, Rquake, glossa, DGP4LCF, VeccTMVN, MLCOPULA, harbinger, tspredit, ecpc, fxTWAPLS, growthPheno, qtlpoly, AnomalyScore, mvLSWimpute, RchivalTag, RobustANOVA, MultiGroupO, arakno, BAwiR, Ecfun, jcext, rfishnet2, spidR, StormR, tailDepFun, agriutilities, statgenHTP, statgenSTA, steprf, gatoRs, SSDM, wallace, clmplus, CvmortalityMult, surveyPrev, locaR, CSTools, ordinalForest, PRSim, flexFitR, CSIndicators, Ecdat, RelDists, plsRbeta, plsRcox, statgenGxE, stepgbm, predtoolsTS, DWreg, gk, biospear, plasma, BDWreg	269	2025-02-27 04:25:15.773988
mlr3pipelines	2025-03-07	Martin Binder	mcboost, mlr3fairness, mlr3fda, mlr3shiny, mlr3torch, mlr3verse, sense, spFSR, BioM2	9	2025-02-27 04:25:15.773988
gsDesign	2025-03-07	Keaven Anderson	BayesOrdDesign, gsbDesign, gsDesign2, randomizeR, simtrial, mergedblocks	6	2025-02-27 04:25:15.773988
metalite.ae	2025-03-07	Yujie Zhao	forestly, metalite.sl	2	2025-02-27 04:25:15.773988
rmzqc	2025-03-07	Chris Bielow	PTXQC, RKorAPClient	2	2025-02-27 04:25:15.773988
miWQS	2025-03-07	Paul M. Hargarten	marlod	1	2025-02-27 04:25:15.773988
rhub	2025-03-07	Gábor Csárdi	packager	1	2025-02-27 04:25:15.773988
ScottKnott	2025-03-07	Ivan Bezerra Allaman	spANOVA	1	2025-02-27 04:25:15.773988
CohortSurvival	2025-03-07	Edward Burn		0	2025-02-27 04:25:15.773988
DataFakeR	2025-03-07	Krystian Igras		0	2025-02-27 04:25:15.773988
dataquieR	2025-03-07	Stephan Struckmann		0	2025-02-27 04:25:15.773988
DGP4LCF	2025-03-07	Jiachen Cai		0	2025-02-27 04:25:15.773988
hmmr	2025-03-07	Ingmar Visser		0	2025-02-27 04:25:15.773988
isotracer	2025-03-07	Matthieu Bruneaux		0	2025-02-27 04:25:15.773988
metalite.sl	2025-03-07	Benjamin Wang		0	2025-02-27 04:25:15.773988
scRNAstat	2025-03-07	Yonghe Xia		0	2025-02-27 04:25:15.773988
shiny.info	2025-03-07	Jakub Nowicki		0	2025-02-27 04:25:15.773988
shinyCLT	2025-03-07	Dominique-Laurent Couturier		0	2025-02-27 04:25:15.773988
TukeyC	2025-03-07	Ivan Bezerra Allaman		0	2025-02-27 04:25:15.773988
